time,Gqw,Gqx,Gqy,Gqz,Lqw,Lqx,Lqy,Lqz,rx,ry,rz,lx,ly,lz,ax,ay,az,mx,my,mz,gx,gy,gz,temp
7.69769,-0.697194,-0.354909,0.580422,0.225988,-0.697194,-0.354909,0.580422,0.225988,1.472988,-0.706169,-1.271855,-0.144771,-0.08874,0.04108,-0.668368,0.63375,-0.068464,-25.356045,25.06168,-38.130013,28.06768,13.442547,105.008812,33.440052
7.7077,-0.700283,-0.352234,0.581154,0.21862,-0.700283,-0.352234,0.581154,0.21862,1.468956,-0.720731,-1.261169,0.237723,-0.066976,-0.152178,-0.713673,0.474041,-0.46493,-25.356045,25.06168,-38.130013,20.20681,20.607765,97.008812,33.427551
7.71771,-0.700991,-0.346195,0.585266,0.214996,-0.700991,-0.346195,0.585266,0.214996,1.469083,-0.736463,-1.265784,-0.404879,-0.079167,0.054305,-0.704313,0.697034,0.181374,-24.742819,25.908155,-38.288158,-16.45406,-23.287888,84.765335,33.440052
7.72772,-0.702766,-0.343427,0.587003,0.208819,-0.702766,-0.343427,0.587003,0.208819,1.468157,-0.749979,-1.260177,-0.268866,-0.229855,-0.109841,-0.67155,0.470858,0.069213,-24.742819,25.908155,-38.288158,18.60681,14.41646,81.217514,33.427551
7.73773,-0.704939,-0.339057,0.58898,0.202989,-0.704939,-0.339057,0.58898,0.202989,1.46482,-0.765281,-1.255271,-0.329714,-0.184446,0.026392,-0.614638,0.617086,0.126341,-23.822979,26.500687,-38.446308,0.72855,12.67733,88.591423,33.452553
7.74774,-0.707921,-0.335301,0.590149,0.195308,-0.707921,-0.335301,0.590149,0.195308,1.459812,-0.781837,-1.244948,-0.230022,-0.102445,0.017036,-0.643656,0.666702,0.004469,-23.822979,26.500687,-38.446308,12.137245,33.964287,97.356644,33.477554
7.75775,-0.711624,-0.331715,0.590145,0.187842,-0.711624,-0.331715,0.590145,0.187842,1.451186,-0.797058,-1.231036,0.12761,0.02053,-0.036967,-0.669117,0.68243,-0.381714,-22.519875,27.770399,-38.446308,4.415506,35.146896,94.92186,33.440052
7.76776,-0.714252,-0.325985,0.591763,0.182742,-0.714252,-0.325985,0.591763,0.182742,1.443761,-0.812769,-1.225276,-0.508529,-0.045615,0.209328,-0.583748,0.894002,0.270683,-22.519875,27.770399,-38.446308,-19.79319,14.764286,89.704468,33.465054
7.77777,-0.717137,-0.320874,0.592898,0.176711,-0.717137,-0.320874,0.592898,0.176711,1.43572,-0.828582,-1.216511,-0.336997,-0.17346,0.004025,-0.600035,0.650226,0.117962,-21.523382,28.870815,-38.367233,-7.758407,22.903418,94.226204,33.440052
7.78778,-0.720049,-0.316478,0.593255,0.171522,-0.720049,-0.316478,0.593255,0.171522,1.426524,-0.841703,-1.206664,-0.321266,-0.119703,0.04975,-0.587118,0.726242,0.092064,-21.523382,28.870815,-38.367233,-10.610581,30.625156,77.530556,33.465054
7.79779,-0.723518,-0.311746,0.593323,0.165237,-0.723518,-0.311746,0.593323,0.165237,1.415134,-0.856472,-1.193528,-0.169722,-0.100106,-0.000694,-0.589551,0.697596,-0.06637,-19.990316,29.717291,-38.446308,-7.480146,35.564285,91.026207,33.465054
7.8078,-0.726872,-0.306981,0.593624,0.158207,-0.726872,-0.306981,0.593624,0.158207,1.404018,-0.872353,-1.179634,-0.115729,0.076438,0.067582,-0.61651,0.878087,-0.159868,-19.990316,29.717291,-38.446308,-6.227972,39.112114,94.087074,33.440052
7.81781,-0.729504,-0.301546,0.594775,0.152106,-0.729504,-0.301546,0.594775,0.152106,1.394478,-0.888375,-1.169735,-0.300145,0.072868,0.076488,-0.637478,0.916657,0.01856,-18.840517,30.563765,-38.604454,-11.097537,21.929504,94.713165,33.440052
7.82782,-0.731855,-0.296665,0.595273,0.148418,-0.731855,-0.296665,0.595273,0.148418,1.384296,-0.89987,-1.161808,-0.21361,-0.09598,-0.023294,-0.586743,0.719876,-0.03057,-18.840517,30.563765,-38.604454,-20.767103,15.251243,71.060989,33.440052
7.83783,-0.733914,-0.292434,0.595648,0.145107,-0.733914,-0.292434,0.595648,0.145107,1.375076,-0.909897,-1.15436,-0.553584,-0.106782,-0.152137,-0.758979,0.686175,0.283823,-17.690718,31.494886,-38.446308,-16.106234,13.303416,63.756641,33.440052
7.84784,-0.73598,-0.28645,0.597284,0.139752,-0.73598,-0.28645,0.597284,0.139752,1.36577,-0.925821,-1.146594,-0.242901,-0.013346,0.058446,-0.553981,0.853747,-0.011146,-17.690718,31.494886,-38.446308,-18.749712,14.068634,89.774033,33.440052
7.85785,-0.737605,-0.281244,0.598572,0.136208,-0.737605,-0.281244,0.598572,0.136208,1.357421,-0.938046,-1.141177,-0.226858,-0.036078,0.031923,-0.548365,0.824913,-0.021048,-16.540918,32.510658,-37.971863,-20.558407,5.233851,69.947945,33.440052
7.86786,-0.739539,-0.276257,0.599259,0.132861,-0.739539,-0.276257,0.599259,0.132861,1.347177,-0.949189,-1.133774,0.124564,-0.082662,-0.11418,-0.546118,0.663332,-0.363052,-16.540918,32.510658,-37.971863,-23.410582,-1.58354,74.052292,33.440052
7.87787,-0.739651,-0.268286,0.603432,0.129651,-0.739651,-0.268286,0.603432,0.129651,1.343842,-0.966831,-1.138128,-0.289546,-0.076649,0.101457,-0.461498,0.853747,0.069594,-16.004345,33.187836,-37.418346,-39.827972,-28.574844,88.869682,33.452553
7.88788,-0.740744,-0.262766,0.605236,0.126258,-0.740744,-0.262766,0.605236,0.126258,1.336684,-0.979642,-1.134538,-0.257962,-0.083168,0.035875,-0.494073,0.814241,0.03627,-16.004345,33.187836,-37.418346,-22.784494,-2.348758,71.96534,33.452553
7.89789,-0.742175,-0.257232,0.606524,0.123033,-0.742175,-0.257232,0.606524,0.123033,1.327318,-0.991773,-1.128966,-0.220438,-0.138531,-0.001206,-0.478722,0.749272,0.011895,-15.084506,34.288254,-37.181122,-25.219276,0.086025,71.96534,33.452553
7.9079,-0.743745,-0.251588,0.60761,0.119817,-0.743745,-0.251588,0.60761,0.119817,1.316665,-1.003814,-1.12226,-0.216598,-0.205883,-0.041896,-0.47011,0.676626,0.021607,-15.084506,34.288254,-37.181122,-27.306232,2.103416,72.939247,33.477554
